region	chr	midPos	Nsites
(1951,1964)(148762,148783)(100000,150000)	JASDQU010108925.1	125000	15	0.069827
(414,636)(66066,66357)(50000,100000)	JASDQU010108945.1	75000	224	0.117548
(1380,1465)(65851,65941)(50000,100000)	JASDQU010108955.1	75000	87	0.928692
(1108,1798)(123260,124029)(100000,150000)	JASDQU010109025.1	125000	692	0.242333
(1726,1866)(171312,171462)(150000,200000)	JASDQU010109088.1	175000	142	0.012290
(759,1748)(203466,204456)(200000,250000)	JASDQU010109150.1	225000	991	0.445431
(753,2230)(100023,116171)(100000,150000)	JASDQU010109171.1	125000	1479	0.220235
(1621,2764)(150047,181049)(150000,200000)	JASDQU010109179.1	175000	1145	0.413907
(81,99)(96848,96880)(50000,100000)	JASDQU010109226.1	75000	20	0.101070
(100,258)(102915,103077)(100000,150000)	JASDQU010109226.1	125000	160	0.056147
(2315,3508)(50000,51199)(50000,100000)	JASDQU010109237.1	75000	1195	0.097651
(880,915)(92735,92847)(50000,100000)	JASDQU010109259.1	75000	37	0.587902
(8,457)(56207,56796)(50000,100000)	JASDQU010109280.1	75000	451	0.022692
(719,3536)(52969,57624)(50000,100000)	JASDQU010109285.1	75000	2819	0.772289
(283,3581)(120651,127255)(100000,150000)	JASDQU010109345.1	125000	3300	0.823105
(351,373)(119721,119752)(100000,150000)	JASDQU010109375.1	125000	24	0.048324
(214,341)(109381,109518)(100000,150000)	JASDQU010109385.1	125000	129	0.425510
(2965,5570)(115251,139261)(100000,150000)	JASDQU010109394.1	125000	2607	0.824699
(5571,6962)(158796,186896)(150000,200000)	JASDQU010109394.1	175000	1393	0.849148
(83,3661)(88183,95836)(50000,100000)	JASDQU010109408.1	75000	3580	0.421389
(932,1727)(64379,99999)(50000,100000)	JASDQU010109438.1	75000	797	0.197416
(2386,2487)(50252,50378)(50000,100000)	JASDQU010109452.1	75000	103	0.684649
(272,1186)(50000,55964)(50000,100000)	JASDQU010109471.1	75000	916	0.030412
(1101,3144)(133618,136995)(100000,150000)	JASDQU010109472.1	125000	2045	0.464039
(298,2231)(101061,107184)(100000,150000)	JASDQU010109475.1	125000	1935	0.204155
(198,349)(165881,166392)(150000,200000)	JASDQU010109483.1	175000	153	0.051413
(1052,2762)(50698,80697)(50000,100000)	JASDQU010109506.1	75000	1712	0.161965
(2397,3034)(50000,87834)(50000,100000)	JASDQU010109507.1	75000	639	0.558107
(2324,2659)(82365,82737)(50000,100000)	JASDQU010109514.1	75000	337	0.356999
(1365,3996)(101214,105378)(100000,150000)	JASDQU010109516.1	125000	2633	0.635973
(236,779)(78278,82907)(50000,100000)	JASDQU010109530.1	75000	545	0.088325
(6,878)(100000,102830)(100000,150000)	JASDQU010109551.1	125000	874	0.201871
(14,2723)(109100,127190)(100000,150000)	JASDQU010109553.1	125000	2711	0.110886
(147,169)(90651,90718)(50000,100000)	JASDQU010109556.1	75000	24	0.168721
(1071,1136)(160473,160545)(150000,200000)	JASDQU010109571.1	175000	67	0.304012
(78,332)(62697,78729)(50000,100000)	JASDQU010109572.1	75000	256	0.491423
(830,2053)(61425,86862)(50000,100000)	JASDQU010109603.1	75000	1225	0.111686
(7,451)(89160,97380)(50000,100000)	JASDQU010109609.1	75000	446	0.021337
(995,1604)(96483,97231)(50000,100000)	JASDQU010109656.1	75000	611	0.023956
(199,658)(217607,219395)(200000,250000)	JASDQU010109682.1	225000	461	0.662819
(108,797)(132540,133241)(100000,150000)	JASDQU010109692.1	125000	691	0.369306
(4,273)(129135,129708)(100000,150000)	JASDQU010188824.1	125000	271	0.400539
(1226,1596)(50913,51283)(50000,100000)	JASDQU010197169.1	75000	372	0.759709
(6224,6404)(100951,101136)(100000,150000)	JASDQU010197233.1	125000	182	0.344342
(420,1405)(77893,82432)(50000,100000)	JASDQU010197322.1	75000	987	0.023828
(1406,3040)(302078,303894)(300000,350000)	JASDQU010197322.1	325000	1636	0.249347
(3041,3645)(487308,487979)(450000,500000)	JASDQU010197322.1	475000	606	0.025213
(3646,3876)(503250,503691)(500000,550000)	JASDQU010197322.1	525000	232	0.011566
(2010,2544)(119995,120535)(100000,150000)	JASDQU010201725.1	125000	536	0.527326
(135,683)(52528,53079)(50000,100000)	JASDQU010205369.1	75000	550	0.306190
(217,1507)(194108,196421)(150000,200000)	JASDQU010206108.1	175000	1292	0.474250
(1005,1235)(55297,55607)(50000,100000)	JASDQU010206420.1	75000	232	0.261562
(3708,3729)(58118,58148)(50000,100000)	JASDQU010209131.1	75000	23	0.969447
(330,1060)(56903,62667)(50000,100000)	JASDQU010209334.1	75000	732	0.461404
(472,784)(332628,332952)(300000,350000)	JASDQU010209882.1	325000	314	0.282252
(596,1474)(53704,54598)(50000,100000)	JASDQU010227248.1	75000	880	0.308958
(1475,1740)(290591,294504)(250000,300000)	JASDQU010227248.1	275000	267	0.069256
(1810,1825)(220458,220476)(200000,250000)	JASDQU010238259.1	225000	17	0.060203
(217,315)(219059,219162)(200000,250000)	JASDQU010240418.1	225000	100	0.054752
(149,1147)(65127,66194)(50000,100000)	JASDQU010240421.1	75000	1000	0.181039
(614,1532)(210860,245862)(200000,250000)	JASDQU010240455.1	225000	920	0.157536
(13,464)(87226,87679)(50000,100000)	JASDQU010240465.1	75000	453	0.406833
(2456,3908)(150000,151628)(150000,200000)	JASDQU010240480.1	175000	1454	0.517036
(57,856)(56287,59282)(50000,100000)	JASDQU010240492.1	75000	801	0.354882
(531,811)(110748,111154)(100000,150000)	JASDQU010240514.1	125000	282	0.095353
(63,2344)(82697,84984)(50000,100000)	JASDQU010240543.1	75000	2283	0.253582
(102,288)(100916,136318)(100000,150000)	JASDQU010240556.1	125000	188	0.361777
(1894,7300)(82000,87997)(50000,100000)	JASDQU010240571.1	75000	5408	0.133012
(7301,7638)(160896,183566)(150000,200000)	JASDQU010240571.1	175000	339	0.014309
(7639,7639)(233770,233770)(200000,250000)	JASDQU010240571.1	225000	2	0.051928
(334,812)(57795,97361)(50000,100000)	JASDQU010240616.1	75000	480	0.178178
(3412,8655)(50000,86466)(50000,100000)	JASDQU010240623.1	75000	5245	0.827228
(3384,4939)(113595,115185)(100000,150000)	JASDQU010240624.1	125000	1557	0.595793
(1073,1600)(113984,114531)(100000,150000)	JASDQU010240652.1	125000	529	0.527244
(251,868)(201949,202571)(200000,250000)	JASDQU010240674.1	225000	619	0.275415
(1452,2212)(151481,191226)(150000,200000)	JASDQU010240697.1	175000	762	0.051800
(6186,7216)(50000,51208)(50000,100000)	JASDQU010240714.1	75000	1032	0.633541
(1335,2160)(101852,102691)(100000,150000)	JASDQU010240716.1	125000	827	0.704026
(1073,3695)(83685,93776)(50000,100000)	JASDQU010240744.1	75000	2624	0.101654
(244,1013)(171948,191993)(150000,200000)	JASDQU010240758.1	175000	771	0.056712
(468,1736)(104521,112420)(100000,150000)	JASDQU010240767.1	125000	1270	0.127992
(678,1490)(188170,188982)(150000,200000)	JASDQU010240781.1	175000	814	0.770610
(8,361)(90986,91379)(50000,100000)	JASDQU010240829.1	75000	355	0.670001
(760,940)(72574,72760)(50000,100000)	JASDQU010240846.1	75000	182	0.051220
(435,455)(62140,62244)(50000,100000)	JASDQU010240868.1	75000	22	0.089894
(1243,2522)(53216,55407)(50000,100000)	JASDQU010240888.1	75000	1281	0.891445
(772,1375)(106597,107273)(100000,150000)	JASDQU010240893.1	125000	605	0.157993
(3133,4544)(109744,140143)(100000,150000)	JASDQU010240926.1	125000	1413	0.474377
(87,1916)(74958,77195)(50000,100000)	JASDQU010240927.1	75000	1831	0.548044
(4821,5073)(198860,199125)(150000,200000)	JASDQU010240935.1	175000	254	0.040049
(1927,3045)(50003,52890)(50000,100000)	JASDQU010240943.1	75000	1120	0.578488
(3046,3955)(247744,249999)(200000,250000)	JASDQU010240943.1	225000	911	0.805575
(194,839)(77793,78515)(50000,100000)	JASDQU010240968.1	75000	647	0.207730
(850,4264)(117892,125082)(100000,150000)	JASDQU010240973.1	125000	3416	0.292981
(851,864)(92155,92171)(50000,100000)	JASDQU010240974.1	75000	15	0.045273
(758,850)(99133,99227)(50000,100000)	JASDQU010240981.1	75000	94	0.034708
(363,4102)(119634,124815)(100000,150000)	JASDQU010241029.1	125000	3741	0.578303
(201,2861)(158137,160880)(150000,200000)	JASDQU010241056.1	175000	2662	0.921052
(619,1225)(139708,140404)(100000,150000)	JASDQU010241097.1	125000	608	0.277101
(157,3104)(86259,90402)(50000,100000)	JASDQU010241109.1	75000	2949	0.399423
(353,902)(50000,50555)(50000,100000)	JASDQU010241112.1	75000	551	0.430643
(180,1391)(252451,255972)(250000,300000)	JASDQU010241141.1	275000	1213	0.735763
(696,836)(193861,198918)(150000,200000)	JASDQU010241145.1	175000	142	0.062887
(194,282)(80767,80883)(50000,100000)	JASDQU010241176.1	75000	90	0.032014
(662,764)(55915,56024)(50000,100000)	JASDQU010241249.1	75000	104	0.136619
(3657,8941)(87255,94383)(50000,100000)	JASDQU010241290.1	75000	5286	0.573082
(8942,9949)(105382,147584)(100000,150000)	JASDQU010241290.1	125000	1009	0.623784
(9950,10362)(176564,177120)(150000,200000)	JASDQU010241290.1	175000	414	0.879414
(413,1222)(110029,114642)(100000,150000)	JASDQU010241330.1	125000	811	0.378666
(775,1418)(119675,139897)(100000,150000)	JASDQU010241345.1	125000	645	0.078947
(10,633)(145547,146215)(100000,150000)	JASDQU010241349.1	125000	625	0.707238
(3078,11064)(51546,79466)(50000,100000)	JASDQU010241366.1	75000	7988	0.383381
(548,1099)(197168,198096)(150000,200000)	JASDQU010241489.1	175000	553	0.649157
(358,930)(68527,96872)(50000,100000)	JASDQU010241596.1	75000	574	0.046363
(530,1063)(50000,51932)(50000,100000)	JASDQU010241599.1	75000	535	0.072707
(468,1173)(245540,246256)(200000,250000)	JASDQU010241610.1	225000	707	-0.038027
(947,1674)(172016,172780)(150000,200000)	JASDQU010241624.1	175000	729	0.050068
(686,999)(131189,131568)(100000,150000)	JASDQU010241677.1	125000	315	0.444021
(456,600)(68717,68869)(50000,100000)	JASDQU010241678.1	75000	146	0.164706
(4938,6873)(69086,87760)(50000,100000)	JASDQU010241681.1	75000	1937	0.535890
(258,3218)(73656,79529)(50000,100000)	JASDQU010241714.1	75000	2962	0.801101
(1,936)(94430,95370)(50000,100000)	JASDQU010241723.1	75000	937	0.696019
(1008,1433)(250249,255111)(250000,300000)	JASDQU010241738.1	275000	427	0.447980
(91,246)(122699,122902)(100000,150000)	JASDQU010241756.1	125000	157	0.302067
(182,277)(213265,213362)(200000,250000)	JASDQU010241757.1	225000	97	0.050379
(118,713)(115818,116523)(100000,150000)	JASDQU010241761.1	125000	597	0.395139
(1544,2456)(89131,90065)(50000,100000)	JASDQU010241796.1	75000	914	0.660935
(328,1705)(65263,66678)(50000,100000)	JASDQU010241817.1	75000	1379	0.718326
(1437,1665)(154697,155065)(150000,200000)	JASDQU010241819.1	175000	230	0.042864
(698,1243)(178216,178805)(150000,200000)	JASDQU010241821.1	175000	547	0.242740
(4917,5404)(118474,119035)(100000,150000)	JASDQU010241830.1	125000	489	0.622935
(59,2786)(80583,87926)(50000,100000)	JASDQU010241919.1	75000	2729	0.404405
(339,867)(80375,80910)(50000,100000)	JASDQU010241978.1	75000	530	0.120851
(36,4142)(50000,60123)(50000,100000)	JASDQU010242042.1	75000	4108	0.644882
(641,891)(154874,155125)(150000,200000)	JASDQU010242113.1	175000	252	0.033605
(2597,3022)(290221,290786)(250000,300000)	JASDQU010242150.1	275000	427	0.691138
(1415,2873)(100000,101464)(100000,150000)	JASDQU010242161.1	125000	1460	0.546336
(226,957)(109986,110723)(100000,150000)	JASDQU010242171.1	125000	733	0.124952
(267,2574)(335375,338387)(300000,350000)	JASDQU010242224.1	325000	2309	0.470973
(1019,1355)(116860,149999)(100000,150000)	JASDQU010242248.1	125000	338	0.389807
(2510,3331)(143412,144690)(100000,150000)	JASDQU010242256.1	125000	823	0.032293
(104,538)(68650,69181)(50000,100000)	JASDQU010242311.1	75000	436	0.017613
(1436,2630)(96918,98133)(50000,100000)	JASDQU010242316.1	75000	1196	0.271883
(475,3390)(74214,79297)(50000,100000)	JASDQU010242322.1	75000	2917	0.356381
(937,1728)(216329,217121)(200000,250000)	JASDQU010242333.1	225000	793	0.589036
(1165,1274)(127847,127977)(100000,150000)	JASDQU010242338.1	125000	111	0.084947
(68,554)(62232,62764)(50000,100000)	JASDQU010242370.1	75000	488	0.415470
(51,561)(179757,180375)(150000,200000)	JASDQU010242383.1	175000	512	0.056164
(96,625)(58091,62132)(50000,100000)	JASDQU010242386.1	75000	531	0.028648
(2181,3136)(63172,99837)(50000,100000)	JASDQU010242389.1	75000	957	0.336379
(208,358)(56072,56225)(50000,100000)	JASDQU010242395.1	75000	152	0.106747
(396,594)(51594,52081)(50000,100000)	JASDQU010242400.1	75000	200	0.586427
(296,600)(150818,151122)(150000,200000)	JASDQU010242421.1	175000	306	0.294440
(678,719)(99363,99431)(50000,100000)	JASDQU010242445.1	75000	43	0.064949
(1828,2797)(50000,52047)(50000,100000)	JASDQU010242544.1	75000	971	0.503475
(225,740)(292696,294117)(250000,300000)	JASDQU010242608.1	275000	517	0.092482
(35,638)(74157,94379)(50000,100000)	JASDQU010242617.1	75000	605	0.192379
(709,740)(66411,66446)(50000,100000)	JASDQU010242642.1	75000	33	0.071592
(1623,2359)(153569,154311)(150000,200000)	JASDQU010242667.1	175000	738	0.532510
(13,1100)(53801,54942)(50000,100000)	JASDQU010242680.1	75000	1089	0.435603
(122,1008)(76093,78364)(50000,100000)	JASDQU010242706.1	75000	888	0.295896
(1106,1430)(78617,78948)(50000,100000)	JASDQU010242714.1	75000	326	0.044953
(2171,2228)(162726,162792)(150000,200000)	JASDQU010242727.1	175000	59	0.050508
(831,1101)(115934,116293)(100000,150000)	JASDQU010242735.1	125000	272	0.034193
(1107,1137)(150000,150031)(150000,200000)	JASDQU010242754.1	175000	32	0.101668
(1805,1874)(99871,99999)(50000,100000)	JASDQU010242770.1	75000	71	0.976144
(794,1131)(105080,105498)(100000,150000)	JASDQU010242775.1	125000	339	0.737811
(255,486)(104981,105218)(100000,150000)	JASDQU010242785.1	125000	233	0.017762
(265,1261)(89350,90371)(50000,100000)	JASDQU010242817.1	75000	998	0.503183
(564,996)(53178,53768)(50000,100000)	JASDQU010242833.1	75000	434	0.154706
(961,3952)(56292,99213)(50000,100000)	JASDQU010242859.1	75000	2993	0.141101
(3953,4140)(114513,144600)(100000,150000)	JASDQU010242859.1	125000	189	0.150701
(942,4933)(50883,86979)(50000,100000)	JASDQU010242882.1	75000	3993	0.349158
(1057,1211)(59360,59522)(50000,100000)	JASDQU010242903.1	75000	156	0.018617
(712,2813)(53804,61040)(50000,100000)	JASDQU010242954.1	75000	2103	0.561032
(338,916)(157563,158181)(150000,200000)	JASDQU010243083.1	175000	580	0.088036
(658,2043)(81483,85269)(50000,100000)	JASDQU010243103.1	75000	1387	0.395862
(1495,1910)(194099,194601)(150000,200000)	JASDQU010243127.1	175000	417	0.082565
(588,792)(119676,119885)(100000,150000)	JASDQU010243175.1	125000	206	0.255596
(941,1667)(54560,58289)(50000,100000)	JASDQU010243213.1	75000	728	0.305330
(161,291)(54713,91106)(50000,100000)	JASDQU010243242.1	75000	132	0.043273
(292,946)(102232,103398)(100000,150000)	JASDQU010243242.1	125000	656	0.063555
(947,1033)(180847,181102)(150000,200000)	JASDQU010243242.1	175000	88	0.044540
(1034,1419)(240709,241140)(200000,250000)	JASDQU010243242.1	225000	387	0.698707
(591,880)(74261,74575)(50000,100000)	JASDQU010243251.1	75000	291	0.203245
(428,1298)(59696,76680)(50000,100000)	JASDQU010243258.1	75000	872	0.546397
(71,922)(69526,70411)(50000,100000)	JASDQU010243271.1	75000	853	0.180374
(280,1324)(93652,94704)(50000,100000)	JASDQU010243296.1	75000	1046	0.152742
(11,187)(50000,50205)(50000,100000)	JASDQU010243300.1	75000	178	0.060527
(1685,1864)(54454,54761)(50000,100000)	JASDQU010243336.1	75000	181	0.354574
(604,1679)(108819,109910)(100000,150000)	JASDQU010243346.1	125000	1077	0.417542
(1051,1116)(58237,58367)(50000,100000)	JASDQU010243372.1	75000	67	0.068828
(32,157)(86519,86652)(50000,100000)	JASDQU010243395.1	75000	127	0.091786
(327,607)(72282,72645)(50000,100000)	JASDQU010243503.1	75000	282	0.039556
(1723,2319)(135486,136082)(100000,150000)	JASDQU010243590.1	125000	598	0.438908
(439,1689)(125648,126912)(100000,150000)	JASDQU010243633.1	125000	1252	0.692818
(777,4717)(151390,157232)(150000,200000)	JASDQU010243648.1	175000	3942	0.659859
(598,1570)(83221,86112)(50000,100000)	JASDQU010243661.1	75000	974	0.250968
(890,989)(100000,100111)(100000,150000)	JASDQU010243670.1	125000	101	0.188564
(1682,2262)(85172,93925)(50000,100000)	JASDQU010243695.1	75000	582	0.512626
(7,670)(62651,63344)(50000,100000)	JASDQU010243725.1	75000	665	0.182697
(778,1892)(163856,164976)(150000,200000)	JASDQU010243735.1	175000	1116	0.439146
(288,1923)(52615,69154)(50000,100000)	JASDQU010243750.1	75000	1637	0.235684
(1042,1352)(90270,90607)(50000,100000)	JASDQU010243751.1	75000	312	0.031909
(356,841)(53381,53874)(50000,100000)	JASDQU010243760.1	75000	487	0.610655
(963,2053)(66414,67524)(50000,100000)	JASDQU010243790.1	75000	1092	0.744133
(1080,1276)(317300,317497)(300000,350000)	JASDQU010243813.1	325000	198	-0.008874
(343,1908)(197202,199087)(150000,200000)	JASDQU010243827.1	175000	1567	0.359250
(140,152)(72013,72032)(50000,100000)	JASDQU010243840.1	75000	14	0.020987
(708,1102)(69084,69484)(50000,100000)	JASDQU010243875.1	75000	396	0.091796
(1265,1299)(196635,196694)(150000,200000)	JASDQU010243892.1	175000	36	0.174111
(968,1587)(141252,149301)(100000,150000)	JASDQU010243897.1	125000	621	0.253371
(381,1366)(54299,55287)(50000,100000)	JASDQU010243916.1	75000	987	0.409463
(542,809)(143101,143391)(100000,150000)	JASDQU010243940.1	125000	269	0.045455
(651,1272)(78537,79190)(50000,100000)	JASDQU010243947.1	75000	623	0.111835
(2711,3822)(50000,51519)(50000,100000)	JASDQU010243970.1	75000	1113	0.523796
(860,1581)(78780,79739)(50000,100000)	JASDQU010243981.1	75000	723	0.259143
(203,1163)(55410,56963)(50000,100000)	JASDQU010244021.1	75000	962	0.566121
(491,497)(50759,50765)(50000,100000)	JASDQU010244023.1	75000	8	0.037958
(713,812)(101488,101592)(100000,150000)	JASDQU010244024.1	125000	101	0.013939
(2487,3177)(149196,149887)(100000,150000)	JASDQU010244035.1	125000	692	0.423596
(3178,3236)(171616,171978)(150000,200000)	JASDQU010244035.1	175000	60	0.084240
(385,1514)(102472,103816)(100000,150000)	JASDQU010244055.1	125000	1131	0.002550
(1236,2064)(75255,76986)(50000,100000)	JASDQU010244080.1	75000	830	0.338742
(1109,2275)(51086,55465)(50000,100000)	JASDQU010244095.1	75000	1168	0.374830
(859,2478)(50822,93365)(50000,100000)	JASDQU010244097.1	75000	1621	0.659876
(897,1717)(157244,158085)(150000,200000)	JASDQU010244108.1	175000	822	0.822880
(3,1774)(172795,178760)(150000,200000)	JASDQU010244142.1	175000	1773	0.162784
(65,143)(50000,50094)(50000,100000)	JASDQU010244155.1	75000	80	0.058159
(21,1361)(101648,103005)(100000,150000)	JASDQU010244198.1	125000	1342	0.038387
(54,319)(88340,88610)(50000,100000)	JASDQU010244205.1	75000	267	0.611765
(341,587)(296011,296288)(250000,300000)	JASDQU010244218.1	275000	248	0.127331
(826,1165)(74129,96282)(50000,100000)	JASDQU010244220.1	75000	341	0.043758
(783,1355)(70077,70687)(50000,100000)	JASDQU010244318.1	75000	574	0.484998
(2394,2817)(177496,178156)(150000,200000)	JASDQU010244334.1	175000	425	0.768887
(19,575)(50000,51542)(50000,100000)	JASDQU010244370.1	75000	558	0.517504
(47,729)(150022,150856)(150000,200000)	JASDQU010244375.1	175000	684	0.432423
(4085,4471)(112096,145391)(100000,150000)	JASDQU010244413.1	125000	388	0.724718
(3926,4303)(73641,98312)(50000,100000)	JASDQU010244417.1	75000	379	0.041554
(158,336)(236702,237162)(200000,250000)	JASDQU010244500.1	225000	180	0.064851
(541,1185)(59137,91263)(50000,100000)	JASDQU010244547.1	75000	646	0.067669
(1186,1319)(118720,118865)(100000,150000)	JASDQU010244547.1	125000	135	0.052067
(168,1550)(50001,72233)(50000,100000)	JASDQU010244557.1	75000	1384	0.744614
(489,7700)(67204,79315)(50000,100000)	JASDQU010244563.1	75000	7213	0.358750
(217,388)(99823,99999)(50000,100000)	JASDQU010244567.1	75000	173	0.193883
(47,305)(144319,144610)(100000,150000)	JASDQU010244581.1	125000	260	0.163412
(147,271)(144419,144628)(100000,150000)	JASDQU010244641.1	125000	126	0.127700
(287,1093)(55379,60717)(50000,100000)	JASDQU010244684.1	75000	808	0.681395
(187,263)(73697,73790)(50000,100000)	JASDQU010244705.1	75000	78	0.053648
(1051,2337)(134117,138748)(100000,150000)	JASDQU010244761.1	125000	1288	0.069975
(866,2799)(53524,55472)(50000,100000)	JASDQU010244788.1	75000	1935	0.277911
